3388376	São Lourenço da Mata	Sao Lourenco da Mata	-8.00222	-35.01833	BR	America/Recife
3389321	Santa Rita	Santa Rita	-7.11389	-34.97806	BR	America/Fortaleza
3389353	Santarém	Santarem	-2.44306	-54.70833	BR	America/Santarem
3389609	Santa Inês	Santa Ines	-3.66667	-45.38	BR	America/Fortaleza
3389652	Santa Cruz do Capibaribe	Santa Cruz do Capibaribe	-7.9575	-36.20472	BR	America/Recife
3390288	Rio Largo	Rio Largo	-9.47833	-35.85333	BR	America/Maceio
3390760	Recife	Recife	-8.05389	-34.88111	BR	America/Recife
3391360	Santana	Santana	-0.05833	-51.18167	BR	America/Belem
3392167	Picos	Picos	-7.07694	-41.46694	BR	America/Fortaleza
3392242	Petrolina	Petrolina	-9.39861	-40.50083	BR	America/Recife
3392734	Paulo Afonso	Paulo Afonso	-9.40611	-38.21472	BR	America/Bahia
3392740	Paulista	Paulista	-7.94083	-34.87306	BR	America/Recife
3392887	Patos	Patos	-7.02444	-37.28	BR	America/Fortaleza
3392998	Parnamirim	Parnamirim	-5.91556	-35.26278	BR	America/Fortaleza
3393001	Parnaíba	Parnaiba	-2.90472	-41.77667	BR	America/Fortaleza
3393008	Parintins	Parintins	-2.62833	-56.73583	BR	America/Manaus
3393106	Paragominas	Paragominas	-2.96667	-47.48333	BR	America/Belem
3393400	Pacatuba	Pacatuba	-3.98417	-38.62028	BR	America/Fortaleza
3393536	Olinda	Olinda	-8.00889	-34.85528	BR	America/Recife
